Code_commune_INSEE,Nom_commune,Code_postal
24485,ST PIERRE DE COLE,24800
24490,ST PRIVAT EN PERIGORD,24410
24495,ST ROMAIN DE MONPAZIER,24540
24498,ST SAUD LACOUSSIERE,24470
24500,ST SAUVEUR LALANDE,24700
24509,ST VINCENT DE CONNEZAC,24190
24510,ST VINCENT DE COSSE,24220
24527,SAVIGNAC LES EGLISES,24420
24529,SEGONZAC,24600
24533,SERVANCHES,24410
24534,SIGOULES ET FLAUGEAC,24240
24534,SIGOULES ET FLAUGEAC,24240
24535,SIMEYROLS,24370
24538,SIORAC EN PERIGORD,24170
24548,TEYJAT,24300
24549,THENAC,24240
24549,THENAC,24240
24552,THONAC,24290
24553,TOCANE ST APRE,24350
24562,VALLEREUIL,24190
24568,VELINES,24230
24575,VEYRINES DE DOMME,24250
24582,VILLARS,24530
24585,VILLEFRANCHE DU PERIGORD,24550
25009,AISSEY,25360
25011,ALLENJOIE,25490
25016,AMATHAY VESIGNEUX,25330
25018,ANTEUIL,25340
25018,ANTEUIL,25340
25021,ARC ET SENANS,25610
25033,AUTECHAUX ROIDE,25150
25036,AVANNE AVENEY,25720
25047,BAUME LES DAMES,25110
25054,BERCHE,25420
25072,BONNAL,25680
25073,BONNAY,25870
25074,BONNETAGE,25210
25088,BRECONCHAUX,25640
25092,LA BRETENIERE,25640
25100,BULLE,25560
25104,BY,25440
25107,CENDREY,25640
25112,CHALEZEULE,25220
25113,CHAMESEY,25380
25127,CHARQUEMONT,25140
25132,CHATILLON GUYOTTE,25640
25134,CHATILLON SUR LISON,25440
25136,CHAUCENNE,25170
25142,CHAUX NEUVE,25240
25145,CHAZOT,25430
25154,CHOUZELOT,25440
25156,PAYS DE CLERVAL,25340
25187,DAMBELIN,25150
25189,DAMMARTIN LES TEMPLIERS,25110
25194,DANNEMARIE,25310
25208,DURNES,25580
25220,EPEUGNEY,25290
25222,ETALANS,25580
25223,ETERNOZ,25330
25223,ETERNOZ,25330
25223,ETERNOZ,25330
25224,ETOUVANS,25260
25228,ETUPES,25460
25230,EXINCOURT,25400
25233,FALLERANS,25580
25245,FONTAIN,25720
25252,FOURCATIER ET MAISON NEUVE,25370
25255,FOURNET BLANCHEROCHE,25140
25270,GEVRESIN,25270
25274,GLAY,25310
25276,GONDENANS MONTBY,25340
25279,GOUHELANS,25680
25297,LE GRATTERIS,25620
25305,L HOPITAL DU GROSBOIS,25620
25306,L HOPITAL ST LIEFFROY,25340
25308,LES HOPITAUX VIEUX,25370
25313,HYEVRE PAROISSE,25110
25316,ISSANS,25550
25318,JOUGNE,25370
25323,LAISSEY,25820
25325,LANDRESSE,25530
25326,LANTENNE VERTIERE,25170
25327,LANTHENANS,25250
25333,LAVIRON,25510
25340,LOMBARD,25440
25342,LONGECHAUX,25690
25350,LOUGRES,25260
25354,LUXIOL,25110
25357,MAISONS DU BOIS LIEVREMONT,25650
25369,MARVELISE,25250
25378,MESLIERES,25310
25385,MONTAGNEY SERVIGNEY,25680
25388,MONTBELIARD,25200
25393,MONTECHEROUX,25190
25398,MONTFLOVIN,25650
25411,MORTEAU,25500
25414,LE MOUTHEROT,25170
25417,NAISEY LES GRANGES,25360
25421,NARBIEF,25210
25424,LES PREMIERS SAPINS,25580
25426,NOIREFONTAINE,25190
25429,NOVILLARS,25220
25430,OLLANS,25640
25433,ORGEANS BLANCHEFONTAINE,25120
25434,ORNANS,25290
25436,ORVE,25430
25439,OUGNEY DOUVOT,25640
25452,PIERREFONTAINE LES BLAMONT,25310
25453,PIERREFONTAINE LES VARANS,25510
25454,PIREY,25480
25460,LE VAL,25440
25460,LE VAL,25440
25463,PONT DE ROIDE VERMONDANS,25150
25464,LES PONTETS,25240
25465,PONT LES MOULINS,25110
25466,POUILLEY FRANCAIS,25410
25468,POULIGNEY LUSANS,25640
25473,PUGEY,25720
25476,RAHON,25430
25479,RANG,25250
25482,RECOLOGNE,25170
25483,RECULFOZ,25240
25485,REMONDANS VAIVRE,25150
25496,ROCHE LES CLERVAL,25340
25500,RONCHAUX,25440
25502,ROSET FLUANS,25410
25503,ROSIERES SUR BARBECHE,25190
25508,ROULANS,25640
25511,RUREY,25290
25512,LE RUSSEY,25210
25513,STE ANNE,25270
25515,STE COLOMBE,25300
25519,ST HIPPOLYTE,25190
25524,ST MAURICE COLOMBIER,25260
25528,SAMSON,25440
25539,SELONCOURT,25230
25540,SEMONDANS,25750
25558,TARCENAY FOUCHERANS,25620
25561,THORAISE,25320
25564,TORPES,25320
25572,TROUVANS,25680
25574,UZELLE,25340
25590,VAUDRIVILLERS,25360
25595,VELLEROT LES BELVOIR,25430
25600,VENNES,25390
25615,VILLARS LES BLAMONT,25310
68344,URBES,68121
68352,VOLGELSHEIM,68600
68353,WAHLBACH,68130
68357,WALTENHEIM,68510
68371,WILLER,68960
68381,WUENHEIM,68500
69001,AFFOUX,69170
69004,ALIX,69380
69005,AMBERIEUX,69480
69006,AMPLEPUIS,69550
69019,BELLEVILLE EN BEAUJOLAIS,69220
69021,BESSENAY,69690
69024,VAL D OINGT,69620
69031,BRUSSIEU,69690
69034,CALUIRE ET CUIRE,69300
69036,CERCIE,69220
69057,CHEVINAY,69210
69060,CLAVEISOLLES,69870
69065,CORCELLES EN BEAUJOLAIS,69220
69076,DOMMARTIN,69380
69078,DUERNE,69850
69080,ECHALAS,69700
69092,GLEIZE,69400
69094,GREZIEU LA VARENNE,69290
69096,GRIGNY,69520
69102,JOUX,69170
69103,JULIENAS,69840
69107,LAMURE SUR AZERGUES,69870
69109,LANTIGNIE,69430
69110,LARAJASSE,69590
69111,LEGNY,69620
69113,LETRA,69620
69121,LOZANNE,69380
69131,MESSIMY,69510
69132,MEYS,69610
69135,DEUX GROSNES,69860
69138,MONTROMANT,69610
69148,ORLIENAS,69530
69157,VINDRY SUR TURDINE,69490
69159,PORTE DES PIERRES DOREES,69400
69163,QUINCIEUX,69650
69164,RANCHAL,69470
69166,RIVERIE,69440
69167,RIVOLET,69640
69172,SALLES ARBUISSONNAS EN BEAUJOLAIS,69460
69175,SAVIGNY,69210
69178,SOUZY,69610
69179,BEAUVALLON,69700
69184,STE CATHERINE,69440
69190,STE CONSORCE,69280
69191,ST CYR AU MONT D OR,69450
69198,ST ETIENNE LA VARENNE,69460
69202,STE FOY LES LYON,69110
69205,ST GENIS LES OLLIERES,69290
69208,ST GERMAIN NUELLES,69210
69209,ST IGNY DE VERS,69790
69214,ST JEAN LA BUSSIERE,69550
69218,ST LAGER,69220
69219,ST LAURENT D AGNY,69440
69230,STE PAULE,69620
69235,ST ROMAIN EN GAL,69560
69238,ST SYMPHORIEN SUR COISE,69590
69243,TARARE,69170
69245,TERNAND,69620
69257,VAUX EN BEAUJOLAIS,69460
69263,VILLECHENEVE,69770
69264,VILLEFRANCHE SUR SAONE,69400
69265,VILLE SUR JARNIOUX,69640
69267,VILLIE MORGON,69910
69271,CHASSIEU,69680
69273,CORBAS,69960
69277,GENAS,69740
69278,GENAY,69730
69279,JONAGE,69330
69282,MEYZIEU,69330
69295,SIMANDRES,69360
69299,COLOMBIER SAUGNIEU,69124
69299,COLOMBIER SAUGNIEU,69124
69299,COLOMBIER SAUGNIEU,69125
69382,LYON 02,69002
69383,LYON 03,69003
70019,ANDELARRE,70000
70025,ARBECEY,70120
70027,ARGILLIERES,70600
70029,ARPENANS,70200
70036,AULX LES CROMARY,70190
70037,AUTET,70180
70038,AUTHOISON,70190
70040,AUTREY LES CERRE,70110
70042,AUTREY LE VAY,70110
70044,AUXON,70000
70047,BAIGNES,70000
70052,BASSIGNEY,70800
70055,BAUDONCOURT,70300
70058,BEAUJEU ST VALLIER PIERREJUX QUITTEUR,70100
70071,BEULOTTE ST LAURENT,70310
70072,BEVEUGE,70110
70077,BOREY,70110
70078,BOUGEY,70500
70079,BOUGNON,70170
70081,BOUHANS LES LURE,70200
70083,BOULIGNEY,70800
70086,BOURBEVELLE,70500
70087,BOURGUIGNON LES CONFLANS,70800
70089,BOURGUIGNON LES MOREY,70120
70091,BOUSSERAUCOURT,70500
70097,BRIAUCOURT,70800
70101,BROYE AUBIGNEY MONTSEUGNY,70140
70114,CENDRECOURT,70500
70116,CHAGEY,70400
70117,CHALONVILLARS,70400
70120,CHAMPAGNEY,70290
70122,CHAMPLITTE,70600
70133,CHARGEY LES PORT,70170
70134,CHARIEZ,70000
70137,CHASSEY LES MONTBOZON,70230
70138,CHASSEY LES SCEY,70360
70142,CHAUMERCENNE,70140
70144,CHAUVIREY LE VIEIL,70500
70145,CHAUX LA LOTIERE,70190
70152,CHOYE,70700
70154,CIREY,70190
70166,COMBERJON,70000
70168,CONFLANS SUR LANTERNE,70800
70174,CORDONNET,70190
70181,COURCUIRE,70150
70185,CRESANCEY,70100
70187,CREVANS ET LA CHAPELLE LES GRANGES,70400
70192,CUGNEY,70700
70195,DAMBENOIT LES COLOMBE,70200
70197,DAMPIERRE SUR LINOTTE,70230
70202,DEMANGEVELLE,70210
70210,ECROMAGNY,70270
70226,FALLON,70110
70227,FAUCOGNEY ET LA MER,70310
70228,FAVERNEY,70160
70233,LES FESSEY,70310
70234,FILAIN,70230
70252,FRAMONT,70600
70253,FRASNE LE CHATEAU,70700
70254,FREDERIC FONTAINE,70200
70257,FRETIGNEY ET VELLOREILLE,70130
70258,FROIDECONCHE,70300
70259,FROIDETERRE,70200
70262,GENEVREUILLE,70240
70268,GEZIER ET FONTENELAY,70700
70271,GOUHENANS,70110
70272,GOURGEON,70120
70275,GRANDVELLE ET LE PERRENOT,70190
70277,GRANGES LE BOURG,70400
70285,HERICOURT,70400
70285,HERICOURT,70400
70286,HUGIER,70150
70306,LOMONT,70200
70312,LUZE,70400
70316,LE MAGNORAY,70000
70320,MAGNY LES JUSSEY,70500
70322,MAILLERONCOURT CHARETTE,70240
70327,MALANS,70140
70332,MARAST,70110
70338,MELINCOURT,70210
70339,MELISEY,70270
70356,MONTBOILLON,70700
70368,MONTOT,70180
70369,MONT ST LEGER,70120
70374,MOTEY BESUCHE,70140
70384,NEUVELLE LES LA CHARITE,70130
70388,NOIDANS LES VESOUL,70000
70403,PALANTE,70200
70406,PERCEY LE GRAND,70600
70407,PERROUSE,70190
70412,PLAINEMONT,70800
70414,PLANCHER LES MINES,70290
70418,LA ROMAINE,70130
70421,PORT SUR SAONE,70170
70423,PREIGNEY,70120
70429,PUSY ET EPENOUX,70000
70430,LA QUARTE,70120
70433,QUINCEY,70000
70443,LA GRANDE RESIE,70140
70445,RIGNOVELLE,70200
70451,RONCHAMP,70250
70456,RUHANS,70190
70457,RUPT SUR SAONE,70360
70461,ST BROING,70100
70466,ST LOUP NANTOUARD,70100
70467,ST LOUP SUR SEMOUSE,70800
70468,ST MARCEL,70500
70478,SAULX,70240
70479,SAUVIGNEY LES GRAY,70100
70486,SEMMADON,70120
70487,SENARGENT MIGNAFANS,70110
70491,SEVEUX MOTEY,70130
70492,SOING CUBRY CHARENTENAY,70130
70502,TINCEY ET PONTREBEAU,70120
70503,TRAITIEFONTAINE,70190
70504,TRAVES,70360
70514,VALAY,70140
70521,VANTOUX ET LONGEVELLE,70700
70527,VAUX LE MONCELOT,70700
70528,VELESMES ECHEVANNE,70100
70544,LA VERGENNE,70200
70548,VERNOIS SUR MANCE,70500
70550,VESOUL,70000
70559,VILLEPAROIS,70000
70565,VILLERS PATER,70190
70568,VILLERS VAUDEY,70120
70571,VISONCOURT,70300
71004,ALLERIOT,71380
71007,AMEUGNY,71460
71008,ANGLURE SOUS DUN,71170
71009,ANOST,71550
71013,AUTHUMES,71270
71016,AZE,71260
71017,BALLORE,71220
71018,BANTANGES,71500
71034,BISSEY SOUS CRUCHAUD,71390
71039,BLANOT,71250
71042,BONNAY,71460
71057,BRAY,71250
71060,BRIANT,71110
71062,BRION,71190
71080,CHAMPAGNY SOUS UXELLES,71460
71084,CHANES,71570
71090,LA CHAPELLE DE GUINCHAY,71570
71092,LA CHAPELLE NAUDE,71500
71097,LA CHAPELLE THECLE,71470
71098,CHARBONNAT,71320
71100,CHARDONNAY,71700
71102,LA CHARMEE,71100
71103,CHARMOY,71710
71116,CHATENAY,71800
71125,CHERIZET,71250
71128,CHIDDES,71220
71129,CHISSEY EN MORVAN,71540
71130,CHISSEY LES MACON,71460
71131,CIEL,71350
71135,CLESSE,71260
71139,COLLONGE EN CHAROLLAIS,71460
71140,COLLONGE LA MADELEINE,71360
71141,COLOMBIER EN BRIONNAIS,71800
71155,CRONAT,71140
71157,CUISEAUX,71480
71174,DEZIZE LES MARANGES,71150
71176,DIGOIN,71160
71181,DONZY LE PERTUIS,71250
71184,DRACY ST LOUP,71400
71188,EPERTULLY,71360
71198,FLACEY EN BRESSE,71580
71199,FLAGY,71250
71203,FONTENAY,71120
71214,GENOUILLY,71460
71223,LA GRANDE VERRIERE,71990
71233,L HOPITAL LE MERCIER,71600
71239,ISSY L EVEQUE,71760
71244,JOUVENCON,71290
71248,LACROST,71700
71252,LALHEUE,71240
71269,LUX,71100
71272,MALAY,71460
71276,MARCILLY LA GUEURCE,71120
71277,MARCILLY LES BUXY,71390
71279,LE ROUSSET MARIZY,71220
71285,MARTIGNY LE COMTE,71220
71287,MASSILLY,71250
71291,MELAY,71340
71293,MENETREUIL,71470
71294,MERCUREY,71640
71297,MESVRES,71190
71301,MONT,71140
71303,MONTAGNY PRES LOUHANS,71500
71314,MONTJAY,71310
71319,MONTRET,71440
71322,MORLET,71360
71323,MORNAY,71220
71324,MOROGES,71390
71326,MOUTHIER EN BRESSE,71270
71334,OUDRY,71420
71335,OUROUX SOUS LE BOIS STE MARIE,71800
71337,OYE,71800
71345,PERONNE,71260
71351,PIERRE DE BRESSE,71270
71355,PONTOUX,71270
71356,POUILLOUX,71230
71362,PRUZILLY,71570
71364,LA RACINEUSE,71310
71372,ROMANECHE THORINS,71570
71374,ROSEY,71390
71382,ST AGNAN,71160
71384,ST AMBREUIL,71240
71390,ST BERAIN SOUS SANVIGNES,71300
71391,ST BERAIN SUR DHEUNE,71510
71400,ST CLEMENT SUR GUYE,71460
71408,ST EDMOND,71740
71409,ST EMILAND,71490
71413,ST FIRMIN,71670
71420,ST GERMAIN DU PLAIN,71370
71427,ST HURUGE,71460
71428,ST IGNY DE ROCHE,71170
71431,ST JEAN DE TREZY,71490
71433,ST JULIEN DE CIVRY,71800
71434,ST JULIEN DE JONZY,71110
71443,ST LOUP GEANGES,71350
71446,ST MARCELIN DE CRAY,71460
71450,ST MARTIN DE COMMUNE,71490
71480,ST SERNIN DU PLAIN,71510
71496,SAMPIGNY LES MARANGES,71150
71501,SASSANGY,71390
71502,SASSENAY,71530
71504,SAUNIERES,71350
71505,SAVIANGES,71460
71507,SAVIGNY SUR GROSNE,71460
71514,SENS SUR SEILLE,71330
71515,SERCY,71460
71522,SIMANDRE,71290
71526,SOLUTRE POUILLY,71960
71529,SUIN,71220
71531,LA TAGNIERE,71190
71541,TORPES,71270
71543,TOURNUS,71700
71545,TRAMAYES,71520
71547,TRIVY,71520
71568,VERISSEY,71440
71577,VILLEGAUDIN,71620
71581,VINDECY,71110
71591,FLEURVILLE,71260
72003,ALLONNES,72700
72022,LE BAILLEUL,72200
72023,BALLON ST MARS,72290
72034,BERUS,72610
72050,BRULON,72350
72075,CHEMIRE LE GAUDIN,72210
72086,COMMERVEIL,72600
72089,CONLIE,72240
72109,CRISSE,72140
72121,DOUILLET,72130
72122,DUNEAU,72160
72135,LA FONTAINE ST MARTIN,72330
72137,VILLENEUVE EN PERSEIGNE,72610
72139,FYE,72610
72150,JOUE L ABBE,72380
72154,LA FLECHE,72200
72156,LAMNAY,72320
72160,LAVERNAT,72500
72164,LIVET EN SAOSNOIS,72610
72171,LOUZES,72600
72181,LE MANS,72000
72184,MAREIL EN CHAMPAGNE,72540
72186,MARESCHE,72170
72187,MARIGNE LAILLE,72220
72190,MAROLLES LES ST CALAIS,72120
72192,LES MEES,72260
72201,MONCE EN SAOSNOIS,72260
72210,MONTREUIL LE HENRI,72150
72211,MONT ST JEAN,72140
72228,PARCE SUR SARTHE,72300
72229,PARENNES,72140
72231,PARIGNE L EVEQUE,72250
72232,NOTRE DAME DU PE,72300
72236,PINCE,72300
72244,PRECIGNE,72300
72249,LA QUINTE,72550
72260,RUAUDIN,72230
72265,ST AIGNAN,72110
72266,ST AUBIN DE LOCQUENAY,72130
72269,ST CALAIS,72120
72270,ST CALEZ EN SAOSNOIS,72600
72274,ST CHRISTOPHE EN CHAMPAGNE,72540
72279,ST GEORGES DE LA COUEE,72150
72283,ST GERMAIN D ARCE,72800
72287,ST GERVAIS EN BELIN,72220
72291,ST JEAN DE LA MOTTE,72510
72293,ST JEAN DU BOIS,72430
72299,ST MARS D OUTILLE,72220
72309,ST PAUL LE GAULTIER,72130
72314,ST PIERRE DU LOROUER,72150
72317,ST REMY DU VAL,72600
72325,ST VINCENT DU LOROUER,72150
72335,SILLE LE PHILIPPE,72460
72345,SURFONDS,72370
72346,LA SUZE SUR SARTHE,72210
72347,TASSE,72430
72350,TELOCHE,72220
72359,TORCE EN VALLEE,72110
72361,TRESSON,72440
72363,TUFFE VAL DE LA CHERONNE,72160
72372,VEZOT,72600
72379,VIRE EN CHAMPAGNE,72350
73006,AIME LA PLAGNE,73210
73006,AIME LA PLAGNE,73210
73010,ENTRELACS,73410
73010,ENTRELACS,73410
73018,ARBIN,73800
73034,BEAUFORT,73270
97119,PETIT CANAL,97131
97121,POINTE NOIRE,97116
97206,LE DIAMANT,97223
97222,LE ROBERT,97231
97232,LE VAUCLIN,97280
97308,ST GEORGES,97313
97401,LES AVIRONS,97425
97405,PETITE ILE,97429
97408,LA POSSESSION,97419
97410,ST BENOIT,97470
97411,ST DENIS,97400
97411,ST DENIS,97490
97411,ST DENIS,97490
97415,ST PAUL,97460
97416,ST PIERRE,97410
97416,ST PIERRE,97432
97502,ST PIERRE,97500
97608,DZAOUDZI,97615
98612,SIGAVE,98620
98714,BORA BORA,98730
98714,BORA BORA,98730
98716,FAKARAVA,98764
98719,GAMBIER,98792
98721,HIKUERU,98768
98723,HIVA OA,98796
98724,HUAHINE,98731
98726,MAKEMO,98790
98727,MANIHI,98770
98729,MOOREA MAIAO,98728
98729,MOOREA MAIAO,98728
98729,MOOREA MAIAO,98728
98729,MOOREA MAIAO,98728
98731,NUKU HIVA,98742
98731,NUKU HIVA,98742
98733,PAEA,98711
98739,RAIVAVAE,98750
98739,RAIVAVAE,98750
98740,RANGIROA,98778
98743,RIMATARA,98752
98743,RIMATARA,98795
98745,TAHAA,98733
98745,TAHAA,98733
98745,TAHAA,98734
98747,TAIARAPU EST,98722
98750,TAPUTAPUATEA,98735
98751,TATAKOTO,98783
98752,TEVA I UTA,98727
98753,TUBUAI,98754
98754,TUMARAA,98735
98754,TUMARAA,98735
98757,UA POU,98745
98805,DUMBEA,98835
98808,HOUAILOU,98838
98814,LIFOU,98884
98817,LE MONT DORE,98875
98819,OUEGOA,98821
98821,PAITA,98890
98827,POYA,98827
98827,POYA,98877
72259,ROUPERROUX LE COQUET,72110
72294,ST LEONARD DES BOIS,72130
72307,ST OUEN EN CHAMPAGNE,72350
72313,ST PIERRE DES ORMES,72600
72324,ST VINCENT DES PRES,72600
72328,SARGE LES LE MANS,72190
72332,SEGRIE,72170
72342,SOUVIGNE SUR MEME,72400
72349,TEILLE,72290
72356,THOIRE SUR DINAN,72500
72360,TRANGE,72650
72373,VIBRAYE,72320
73006,AIME LA PLAGNE,73210
73008,AIX LES BAINS,73100
73010,ENTRELACS,73410
73010,ENTRELACS,73410
73011,ALBERTVILLE,73200
73014,ALLONDAZ,73200
73028,LA BALME,73170
73033,LA BAUCHE,73360
73040,BESSANS,73480
02547,LA NEUVILLE HOUSSET,02250
02554,NOGENTEL,02400
02559,NOUVION ET CATILLON,02270
02562,NOUVRON VINGRE,02290
02569,OISY,02450
02575,ORIGNY STE BENOITE,02390
02578,OULCHES LA VALLEE FOULON,02160
02580,OULCHY LE CHATEAU,02210
02585,PARCY ET TIGNY,02210
02591,PARGNY LES BOIS,02270
02593,PASLY,02200
02607,PLOISY,02200
02614,PONTRU,02490
02622,PRIEZ,02470
02624,PROISY,02120
02634,RAILLIMONT,02360
02651,ROGECOURT,02800
02655,RONCHERES,02130
02657,ROUGERIES,02140
02663,ROZIERES SUR CRISE,02200
02666,ROZOY SUR SERRE,02360
02678,STE GENEVIEVE,02340
02687,ST PIERRE AIGLE,02600
02693,ST REMY BLANZY,02210
02698,SANCY LES CHEMINOTS,02880
02703,SEBONCOURT,02110
02704,SELENS,02300
02705,LA SELVE,02150
02710,SERAUCOURT LE GRAND,02790
02718,SILLY LA POTERIE,02460
02723,SOIZE,02340
02734,TAILLEFONTAINE,02600
02735,TANNIERES,02220
02736,TARTIERS,02290
02738,TERGNIER,02700
02744,TORCY EN VALOIS,02810
02746,TRAVECY,02800
02750,TROSLY LOIRE,02300
02763,VASSENY,02220
02764,VASSOGNE,02160
02765,VAUCELLES ET BEFFECOURT,02000
02772,VAUX EN VERMANDOIS,02590
02773,VAUXTIN,02220
02775,VENDEUIL,02800
02777,VENDIERES,02540
02781,VERDILLY,02400
02783,GRAND VERLY,02120
02785,VERMAND,02490
02801,VIGNEUX HOCQUET,02340
02804,VILLEMONTOIRE,02210
02805,VILLENEUVE ST GERMAIN,02200
02806,VILLENEUVE SUR FERE,02130
02809,VILLERS AGRON AIGUIZY,02130
02819,VINCY REUIL ET MAGNY,02340
02822,VIVIERES,02600
02834,WISSIGNICOURT,02320
03008,ARRONNES,03250
03012,AUTRY ISSARDS,03210
03014,AVRILLY,03130
03051,CHAMBERAT,03370
03052,CHAMBLET,03170
03068,CHATELUS,03120
03087,COULEUVRE,03320
03090,COUZON,03160
03107,EBREUIL,03450
03113,FERRIERES SUR SICHON,03250
03116,FOURILLES,03140
03132,JALIGNY SUR BESBRE,03220
03134,LAFELINE,03500
03141,LAVOINE,03250
03151,LOUROUX DE BEAUNE,03600
03168,MEAULNE VITRAY,03360
03170,MEILLERS,03210
03182,MONTEIGNET SUR L ANDELOT,03800
03183,LE MONTET,03240
03184,MONTILLY,03000
03187,MONTOLDRE,03150
03190,MOULINS,03000
03192,NADES,03450
03194,NAVES,03330
03195,NERIS LES BAINS,03310
03201,NIZEROLLES,03250
03205,PERIGNY,03120
03212,QUINSSAINES,03380
03218,ST AUBIN LE MONIAL,03160
03220,ST BONNET DE ROCHEFORT,03800
03227,ST DIDIER LA FORET,03110
03230,ST ETIENNE DE VICQ,03300
03235,ST GERAND LE PUY,03150
03239,ST LEGER SUR VOUZANCE,03130
03250,ST PIERRE LAVAL,42620
03258,ST REMY EN ROLLAT,03110
03264,ST YORRE,03270
03265,SALIGNY SUR ROUDON,03470
03268,SAULZET,03800
03273,SEUILLET,03260
03284,THIONNE,03220
03297,VALLON EN SULLY,03190
03301,VAUX,03190
03303,VENAS,03190
03306,LE VERNET,03200
03307,VERNEUIL EN BOURBONNAIS,03500
03312,VIEURE,03430
03315,VILLEFRANCHE D ALLIER,03430
03320,YGRANDE,03160
04001,AIGLUN,04510
04004,ALLEMAGNE EN PROVENCE,04500
04005,ALLONS,04170
04006,ALLOS,04260
04013,AUBIGNOSC,04200
04020,BARLES,04140
04025,BEAUVEZER,04370
04030,BLIEUX,04330
04032,BRAUX,04240
04036,LE BRUSQUET,04420
04039,CASTELLANE,04120
04039,CASTELLANE,04120
04043,VAL DE CHALVAGNE,04320
04050,CHATEAUFORT,04250
04051,CHATEAUNEUF MIRAVAIL,04200
04057,CLAMENSANE,04250
04061,COLMARS,04370
04062,LA CONDAMINE CHATELARD,04530
04067,CUREL,04200
04070,DIGNE LES BAINS,04000
04073,ENCHASTRAYES,04400
04075,ENTREPIERRES,04200
04081,ESPARRON DE VERDON,04800
04086,FAUCON DE BARCELONNETTE,04400
04097,LA JAVIE,04000
04102,LE LAUZET UBAYE,04340
04104,LIMANS,04300
04113,MARCOUX,04420
04116,LES MEES,04190
04126,MONTCLAR,04140
04128,MONTFURON,04110
04136,LA MURE ARGENS,04170
04137,NIBLES,04250
04139,NOYERS SUR JABRON,04200
04141,ONGLES,04230
04142,OPPEDETTE,04110
04151,PIERRERUE,04300
04157,PUIMOISSON,04410
04158,QUINSON,04500
04160,REILLANNE,04110
04181,ST JEANNET,04270
04187,ST LIONS,04330
04189,ST MARTIN DE BROMES,04800
04191,ST MARTIN LES SEYNE,04140
04192,ST MICHEL L OBSERVATOIRE,04870
04195,ST PONS,04400
04199,ST VINCENT SUR JABRON,04200
04207,SIGOYER,04200
04216,THEZE,04200
04228,VALAVOIRE,04250
04234,VENTEROL,05130
04240,VILLARS COLMARS,04370
04242,VILLENEUVE,04180
05008,ASPREMONT,05140
05013,BARCILLONNETTE,05110
05016,LA BATIE MONTSALEON,05700
05039,AUBESSAGNE,05800
05050,ESPINASSES,05190
05053,GARDE COLOMBE,05300
05056,FOREST ST JULIEN,05260
05059,LA FREISSINOUSE,05000
05061,GAP,05000
05072,LAYE,05500
05089,MONTROND,05700
05095,LE NOYER,05500
05099,OZE,05400
05100,PELLEAUTIER,05000
05106,PRUNIERES,05230
05109,PUY ST PIERRE,05100
05111,PUY SANIERES,05200
05116,REOTIER,05600
05118,VAL BUECH MEOUGE,05300
05118,VAL BUECH MEOUGE,05300
05123,LA ROCHE DES ARNAUDS,05400
05132,ST BONNET EN CHAMPSAUR,05500
05132,ST BONNET EN CHAMPSAUR,05500
05139,LE DEVOLUY,05250
05139,LE DEVOLUY,05250
05147,ST JULIEN EN CHAMPSAUR,05500
05149,ST LEGER LES MELEZES,05260
05166,SERRES,05700
05168,SIGOYER,05130
05176,VALSERRES,05130
06004,ANTIBES,06160
06004,ANTIBES,06600
06004,ANTIBES,06600
06021,BONSON,06830
06025,LE BROC,06510
06031,CANTARON,06340
06044,LA COLLE SUR LOUP,06480
06049,COURMES,06620
06060,FALICON,06950
06065,LA GAUDE,06610
06072,ILONSE,06420
06075,LEVENS,06670
06080,MARIE,06420
06084,MOUANS SARTOUX,06370
06085,MOUGINS,06250
06088,NICE,06100
06088,NICE,06200
06088,NICE,06200
06094,PEONE,06470
06103,ROQUEBILLIERE,06450
06105,ROQUEFORT LES PINS,06330
06107,LA ROQUE EN PROVENCE,06910
06109,LA ROQUETTE SUR VAR,06670
06111,ROURE,06420
06114,ST ANDRE DE LA ROCHE,06730
06116,ST AUBAN,06850
06120,ST ETIENNE DE TINEE,06660
06122,ST JEANNET,06640
06124,ST LEGER,06260
06127,ST MARTIN VESUBIE,06450
06133,SAUZE,06470
06134,SERANON,06750
06136,SOSPEL,06380
06150,LA TURBIE,06320
06151,UTELLE,06450
06157,VENCE,06140
06162,LA BRIGUE,06430
07001,ACCONS,07160
07003,AIZAC,07530
07004,AJOUX,07000
07006,ALBON D ARDECHE,07190
07013,ARDOIX,07290
07028,BEAULIEU,07460
07032,BERZEME,07580
07033,BESSAS,07150
07040,BOUCIEU LE ROI,07270
07049,LE CHAMBON,07160
07054,CHANEAC,07310
07056,CHARNAS,07340
07064,LE CHEYLARD,07160
07072,COUX,07000
07077,DARBRES,07170
07092,FREYSSENET,07000
07093,GENESTELLE,07530
07098,GOURDON,07000
07100,GRAVIERES,07140
07103,ST JULIEN D INTRES,07310
07105,ISSANLAS,07660
07106,ISSARLES,07470
07110,JOYEUSE,07260
07113,LABASTIDE DE VIRAC,07150
07114,LABATIE D ANDAURE,07570
07116,LABEGUDE,07200
07133,LARNAS,07220
07136,LAVEYRUNE,48250
07138,LAVILLEDIEU,07170
07141,LENTILLERES,07200
07143,LIMONY,07340
07144,LOUBARESSE,07110
07157,MEYSSE,07400
07163,MONTSELGUES,07140
07165,BELSENTES,07160
07168,ORGNAC L AVEN,07150
07173,PEREYRES,07450
07176,PLANZOLLES,07230
07179,POURCHERES,07000
